text_komentar,nama_akun
@weirdpopsicle:  setiap liat mukanya saya emosi kenapa ya heran,@weirdpopsicle
@boredbanana:  lubang hidungnya gede bgt,@boredbanana
@ghostbanana:  eh kakak kurusann jadi kayak triplek??,@ghostbanana
@fuzzyowl:  kurus banget coyy aneh ups,@fuzzyowl
@grumpybanana420:  Sedikit dari kak gendutin jelas merupakan cantikkk,@grumpybanana420
@sillydonut03:  Cantik nya si kakak tetapi tidak memiliki Bothis???,@sillydonut03
@wonkyboba88: kok cantik an yang dulu kok sekarang kerempeng????,@wonkyboba88
@weirdgoblin: Brooooooooooo kok jadi begini mukanya,@weirdgoblin
@crazybanana: perihatin lihat badan nya pasti setres lihat komentar,@crazybanana
@spicydonut: keteknya hitam itu,@spicydonut
@bluntgoblin: maap nih mbak pacarnya kok mau sama yang gendut,@bluntgoblin
@cloudygoblin: ketiaknya dibersihin kak sebelom joget??,@cloudygoblin
@weirdduck: mbak behelnya yang kw yah,@weirdduck
@cloudypeach: bikin ngakak liat model behelnya,@cloudypeach
@saltypirate03: behel murahan,@saltypirate03
@grumpyclown: itu giginya pake kawat pager ya mba?,@grumpyclown
@crazypudding404: baru kali ini liat behel yang modelnya jelek banget,@crazypudding404
@grumpyowl420: Caper banget mbak,@grumpyowl420
@shadydonut_exe: cewe caper berhayal disapa sama kaum halo dek,@shadydonut_exe
@spicygoblinx: oh kakak kurusin sedikit pasti pas,@spicygoblinx
@mintycactus_fm: gembrot ih diet napa diet,@mintycactus_fm
@saltycactus420: paling gak bisa soal GEMBROT,@saltycactus420
@cloudypeach88: paling gak bissaa soal tapir????,@cloudypeach88
@shadydonut_tv: baru kali ini liat tengkorak berjalan hahah makan dong mbak,@shadydonut_tv
@boredcactuseh: babi terlambat,@boredcactuseh
@boredzombie: SI paling mirip babi asal jan babi negpet aja ya upss,@boredzombie
@sleepyworm: Kampseupay Loe,@sleepyworm
@darkpudding_xoxo: Siapppppp si paling okb????,@darkpudding_xoxo
@pixelgoblinx: diemin aja pasangan okb lagi khilaf,@pixelgoblinx
@crazydonut420: jangan sok suci bang belagu amat,@crazydonut420
@crazycrab03: norak lo jelek,@crazycrab03
@mintyclownx: gigi behelin dulu cok,@mintyclownx
@ghostdonutx: Cooooookkkkkkkk jijik kelelawar sesuatu nah terbuka malem2 godaan2,@ghostdonutx
@fuzzyclown404: Sejauh banyak babi babi wkwkwkwkwkwkwkww,@fuzzyclown404
@darkdonut88: mirip babi sih bener awkowwokwowkokwo,@darkdonut88
@crazyghost_07: tas chanell KW tuh xixixixiixixixix,@crazyghost_07
@wonkygoblin_z: Bangke mengkumpulkan kembali kocakkkkk palsu,@wonkygoblin_z
@midnightcrab_z: maluuuuuu2IN ih kemaren aja sombong sok kaya??????,@midnightcrab_z
@toxiccactus_tv: mending beli barang..sesuai gaji... kalau gak mampu.. gak usah........... jadi malu sendiri...,@toxiccactus_tv
@saltykitten: bangga amat beli tas KW woi.. jangan2 bajunya juga LG harus di cek ini,@saltykitten
@spicyzombie_tv: mukanya kotak ngakak dikit maaf bang,@spicyzombie_tv
@bluntpeach99: baru sadar mukanya.. wkwkw,@bluntpeach99
@grumpyghost_tv: kotak banget TUH muka,@grumpyghost_tv
@ghostsundae_z: definisi sampah masyarakat beginian masa diposting????,@ghostsundae_z
@sillynoodle_tv: ada yang kotak tapi bukan adu2,@sillynoodle_tv
@wonkypopsicle_fm: aduduuuuuuuhh mas mirip kartun aduduu,@wonkypopsicle_fm
@boredcrab_z: PALING GAK BISA SOAL ADUDU,@boredcrab_z
@grumpypirate_exe: yang satu mirip arsenal satu lagi adudu.. ragam kali yak??,@grumpypirate_exe
@grumpygoblin420: Brother Bald meminta kotorannya,@grumpygoblin420
@darkghost99: udah botak kotak lagi MAAP YA INI MAH MAAPPPPPP,@darkghost99
@weirdpudding_tv: bang stop ngaca kita tau muka abang kotak kok,@weirdpudding_tv
@wonkyboba_07: Bang telah malu dengan lingkungan itu,@wonkyboba_07
@toxiccrumpet420: pasangan gigi korenganwakakakkakakaka,@toxiccrumpet420
"@sleepyzombie_tv: gemukan kakaknya,,",@sleepyzombie_tv
@bluntworm420: begah ga ta bawa badan?sini tak bantu,@bluntworm420
@bluntcrab99: salfok SM tompel,@bluntcrab99
@fuzzycrumpet_tv: tompelmuu mengalihkan pandanganku tsayy kaget banget,@fuzzycrumpet_tv
@sleepyowl99: cantik tapi bertompel kek nenek gua wkwk,@sleepyowl99
@darkworm404: Tompel keluar dari iyuuuhh,@darkworm404
@boredpeach_xoxo: cantik sih tapi BERTOMPEL kan agak2 gimana yah,@boredpeach_xoxo
@crazysundae88: mbak nya gapapa kah...? jangan2 otewe operasi tompel??,@crazysundae88
@ghostsundae420: eh tompelny 3d kocak juga WKWK,@ghostsundae420
@weirdpeach88: Tompel sakti .. tertawa gw yaallah netizen ada di sana,@weirdpeach88
@midnightgoblin_exe: pantesan orang indo iqnya rendah2 kelakuannya bgini... langsung terbukti,@midnightgoblin_exe
@crazybananax: lebih rendah untuk tolol gratis gratis,@crazybananax
@sleepyduck_tv: sibego mending lu diem,@sleepyduck_tv
@sleepycrab_tv: ih korengan..,@sleepycrab_tv
@grumpycactus: eh kocak mending lu pulang di cariin emak noh,@grumpycactus
"@weirdcrab420: Diam, Anda sendirian di Kok",@weirdcrab420
@toxicduck_tv: giginya keren kek gergaji,@toxicduck_tv
@sleepyowl_exe: Cina Semlehoy,@sleepyowl_exe
@sillyghost404: sebelum mangap di sikat dulu kale,@sillyghost404
@ghostworm_exe: Larii ada gajah montox,@ghostworm_exe
@cloudyworm_07: kayak liat pertujukan di kebon binatang,@cloudyworm_07
@weirdpopsicle_xoxo: mas lu bukannya keren malah norak,@weirdpopsicle_xoxo
@sillyduck_xoxo: bang lu kalo jelek jangan full2 bentuk wkkwkwkw,@sillyduck_xoxo
@ghostclown: stop bully abangnya.. bercanda hahahah,@ghostclown
@weirdboba03: mau muntah liatnya,@weirdboba03
@midnightkitten_exe: Mengejutkan wajahnya,@midnightkitten_exe
@grumpybanana_z: hidung nya miring,@grumpybanana_z
@fuzzyduck: bang lu cakep kok.. kalo diliat dari inti bumi????,@fuzzyduck
@spicyduckx: Ngeless Teroooo,@spicyduckx
@pixelbanana_07: si duta klarifikasi lewat ??,@pixelbanana_07
@wonkynoodlex: Anjing mukanya kayak monyet,@wonkynoodlex
@mintykitten03: ini uda termasuk cyber bullying loh bro,@mintykitten03
@darkdonut_xoxo: Sangat kejam sebagai mantra 7,@darkdonut_xoxo
@boredduck88: mau makan jadi kagak ada nafsu,@boredduck88
@pixelduck99: Manyun gak bikin lu ganteng,@pixelduck99
@fuzzyowl99: nah ini nih yg beneran harus dishare ke grup jual beli musang,@fuzzyowl99
@darkpirate03: permukaan kasar di bagian kasar,@darkpirate03
@cloudypopsicle_z: bayu menolak sadar,@cloudypopsicle_z
@weirdpirate420: open donasi buat beli kaca,@weirdpirate420
"@lazypeach_exe: BARU BUKA UDAH ADA MUKA DIA, GAJADI DAH UNMOOD",@lazypeach_exe
@toxiccrab99: cocok nih buat yang lagi diet kalo mau makan langsung tonton ini aja 100% nafsu makan hilang,@toxiccrab99
@pixelduck_fm: tekstur muka nya kek tembok nya ga si?? eh maap,@pixelduck_fm
"@ghostnoodle420: PD bisa, tapi jangan berlebihan",@ghostnoodle420
@lazyduck_fm: Kucing saya sudah mati saat ini,@lazyduck_fm
@wonkyghost88: koreng kok di muka,@wonkyghost88
@toxiccactus_07: apaansi martabak kacang,@toxiccactus_07
@crazydonut: buset itu ketombe banyak bet,@crazydonut
@ghostghost_bot: cuma mau bilang 1 kata aja bang MANDI!,@ghostghost_bot
@grumpypeach_tv: mandi dulu gak si sebeluk but vidio,@grumpypeach_tv
@darkcrumpet_exe: cuci muka deh setidaknya kalo mau bikin VT,@darkcrumpet_exe
@fuzzygoblinx: Jangan Deket deket anjing,@fuzzygoblinx
@darkgoblinx: kayak plesteran depan rumah gua,@darkgoblinx
"@wonkyzombie_z: kalo ngetik dibenerin bos, muka sama ketikan sama sama gajelas",@wonkyzombie_z
"@crazyowl_fm: jangan deket""tuh jigong bau nya kek ta*",@crazyowl_fm
@saltyowl: gue lagi makan anjir jadi kaga nafsu liat muka bayu,@saltyowl
@lazypeach: siapa yang cita' nya mau ngebacok bayu?,@lazypeach
@crazycrumpet88: cocok di gebukin warga,@crazycrumpet88
@shadysundae_xoxo: mandi bang,@shadysundae_xoxo
@grumpyowl99: Terlalu halaman,@grumpyowl99
@weirddonut03: lubang hidung gak sinkron itu,@weirddonut03
@sleepybanana99: bacot banget',@sleepybanana99
@saltyclown_z: manyun nya jgn sembarangan mas,@saltyclown_z
@midnightzombie_exe: siapa yg cita2 nya gebugin Bayu.,@midnightzombie_exe
@midnightduckx: Jngn Manyun,@midnightduckx
@boredpudding420: Lu kayanya ga pernah mandi yaa itu ketombe banyak banget,@boredpudding420
@midnightbanana88: buset anak ngentot,@midnightbanana88
@mintyghost_bot: Jika Anda membuat banyak manyun mas mas nyun,@mintyghost_bot
@darknoodle88: Benerin Dulu tu muka lu Anjing Kesel gua,@darknoodle88
@boredcrab404: Ketombe Lu Noh,@boredcrab404
@cloudyclown_xoxo: bro mandi bro,@cloudyclown_xoxo
@midnightnoodle420: jangan dekat2 bang geli,@midnightnoodle420
@grumpypeach404: Mon maap jigong nya Ampe sini baunya??,@grumpypeach404
@crazypirate_fm: Mandi kamar mandi,@crazypirate_fm
@shadycrabx: terakhir mandi kapan bang?,@shadycrabx
@sleepyduck_exe: mandi bang ketombe dah banyak itu,@sleepyduck_exe
@darkowl_07: pengen nampollll,@darkowl_07
@darkpeach_z: Batuk tidak ada lagi TU,@darkpeach_z
@saltyboba420: Ketombe kok di muka,@saltyboba420
@pixelzombie420: mandi lu tong dih,@pixelzombie420
@shadyduck99: Apakah itu tatap muka jatuhnya Meteor?,@shadyduck99
@lazypirate_z: didiemin malah jadi naga,@lazypirate_z
@pixelpopsicle_tv: lu ngapain cok,@pixelpopsicle_tv
@saltypeach_tv: gajadi dijual musangnya udh lepas dri kandang,@saltypeach_tv
@pixelzombie_xoxo: lu ga di ajak,@pixelzombie_xoxo
@sleepycrab404: iPhone pun gk sanggup merubahnya,@sleepycrab404
@shadydonut: udh gayanya met?,@shadydonut
@fuzzydonut420: mon maap sejak kapan bright bibirny maju,@fuzzydonut420
"@fuzzyghost420: gaada mirip mirip nya, mirip popo iya",@fuzzyghost420
@sleepydonut_tv: paling ga bisa kalo liat babi,@sleepydonut_tv
@shadyworm_tv: Diet Dong Tasyi,@shadyworm_tv
@lazybanana: bopengny urusin napa,@lazybanana
@midnightghost_07: manusia kocak ini nih,@midnightghost_07
"@saltyghost_07: Lewat pas ""houuuuuu""",@saltyghost_07
@spicyzombie404: jngn jadi badut bng??,@spicyzombie404
@spicybanana03: gelap bgt kek abis maghrib,@spicybanana03
@cloudyghost_z: kukira efek ternyata beneran,@cloudyghost_z
@mintypirate420: kukira bisa jadi cakep ternyata sama ajaa,@mintypirate420
"@pixelpopsicle404: pede dulu, glow upnya belakangan",@pixelpopsicle404
@toxicbanana420: udah aku share ke grup jual beli ikan piranha kak,@toxicbanana420
@wonkynoodle404: Saya mendapat tanda di awal sampe terlambat. SUMPAAHMHH ENGG,@wonkynoodle404
@lazyclown03: kocak lu,@lazyclown03
@sleepypudding99: ngomongnya cpt bgt anjr,@sleepypudding99
"@fuzzybobax: Turunan arab rata"" gtu????",@fuzzybobax
@sillycrumpet420: Emang Arab agak laen,@sillycrumpet420
@shadykitten: Emang problematik punya bos ....... Isi sendiri,@shadykitten
@darkcrumpet: kontol,@darkcrumpet
@sleepyzombie_xoxo: ya begitulah kalo kita bekerja sama orang arab atau keturunan timur tengah,@sleepyzombie_xoxo
@mintykitten_bot: arab? ga heran,@mintykitten_bot
@cloudycrab99: yaaahh bos Arab ??????????,@cloudycrab99
@boredcactus_exe: arab yg sangat gokil,@boredcactus_exe
@sillygoblin404: mau heran turunan arab ??,@sillygoblin404
"@saltybanana_xoxo: subur ya bun makan enak terus, tp karyawannya mkn indomie bae",@saltybanana_xoxo
@lazypeachx: Arab emang agak lain.. tanya aja TKI arab saudi ?? udah tabiat,@lazypeachx
@cloudysundae_bot: masalah,@cloudysundae_bot
@crazycrumpet_xoxo: Red flag emang,@crazycrumpet_xoxo
@cloudykitten404: Baju elit gaji sulit,@cloudykitten404
@bluntpirate_07: Selalu manipulatif,@bluntpirate_07
@spicyworm: Bendera merah,@spicyworm
@weirdowl_07: Banyak Betarrrr,@weirdowl_07
"@crazydonut_z: Oh, inilah tanahnya di langit?",@crazydonut_z
@shadycrumpet420: Definisi Narcisistic Personality Disorder??,@shadycrumpet420
"@spicycrab_bot: emg klihatan si dri tekstur wajah, sikap. tekstur berbicaranya??",@spicycrab_bot
@saltyworm_exe: Ngeri banget tasyi?????? kaget banget,@saltyworm_exe
@saltypopsicle99: yang paling sakral dan tidak diwarnai,@saltypopsicle99
@ghostcactus404: jankcokkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,@ghostcactus404
@fuzzypopsicle_07: HAHAHAHHA MALU BANGET,@fuzzypopsicle_07
"@grumpyworm_exe: apapun makannya, minumnya tetep ludah sendiri ??????",@grumpyworm_exe
@mintysundae_tv: kesalahan ceroboh,@mintysundae_tv
@wonkyowl_exe: Temukan Redflag,@wonkyowl_exe
@ghostgoblin03: Redflag Bgt,@ghostgoblin03
@toxiccactus_fm: Tapi Riya Tapi Red Flag ??,@toxiccactus_fm
@wonkyzombie_: Redflag asli,@wonkyzombie_
@darkbanana_07: Lagi main artis artisan ya??,@darkbanana_07
@mintyboba_exe: lu bisa diem ga?,@mintyboba_exe
@wonkyclown_tv: cakep lu?,@wonkyclown_tv
@toxiczombie_fm: bang itu muka jerawat bukan? kalo jerawat gua kasih tips buat ngilanginnya??,@toxiczombie_fm
@crazydonut_xoxo: itu mukanya knpa,@crazydonut_xoxo
@cloudysundae: gapapa ga ganteng yang penting pede ekan,@cloudysundae
@saltysundae_fm: yang paling anti banget minta maaf??,@saltysundae_fm
@toxicpirate99: bendera merah bgt :(,@toxicpirate99
@mintypirate_exe: Tasyi Kocaaak????,@mintypirate_exe
@crazypopsicle_fm: tasyi kocak,@crazypopsicle_fm
@midnightdonut420: APASIH LO TASYIIII??,@midnightdonut420
@grumpycrumpet_: apaan bngt si tasyi,@grumpycrumpet_
@lazynoodle_xoxo: hedon banget,@lazynoodle_xoxo
@cloudyghost_fm: beli hermes anak buah dikasih makan mie instan sungguh dermawan sekali??,@cloudyghost_fm
@shadydonut404: Manusia validasi??,@shadydonut404
@sillyclown_z: belanja elit bayar gaji sulit,@sillyclown_z
@wonkygoblin_xoxo: Ria,@wonkygoblin_xoxo
@darkclown_tv: dia kenapa sih??,@darkclown_tv
@boredgoblin_z: gue gapaham dari dulu fashion style dia kayak gimana wkwkwk,@boredgoblin_z
@sleepykitten_z: Dihh sok Keren Banget,@sleepykitten_z
@sleepyghost420: Riyaaaaaaaaa,@sleepyghost420
@crazypirate88: apasih ibuuu,@crazypirate88
@darknoodle420: barang branded pun terlihat kurang value nya ini mah,@darknoodle420
@bluntclownx: Idihhh,@bluntclownx
@cloudypudding99: ingat kita gaboleh menghina ya teman teman,@cloudypudding99
@midnightworm03: Takut,@midnightworm03
@lazyzombie_exe: Sangat banyak horor anjir,@lazyzombie_exe
@shadyclown420: lebay si,@shadyclown420
@shadyduckx: ngelesnya bisa banget tolong ??,@shadyduckx
@saltycrumpet99: perempuan ini sangat kocak ya,@saltycrumpet99
@crazyghost03: gak punya hati dah,@crazyghost03
@fuzzyclown_fm: Duta klarifikasi ??,@fuzzyclown_fm
@lazyowl_fm: Kelakuannya tasyi bener bener ke spill semua anjrit,@lazyowl_fm
@lazybanana404: udh keliatan sebenarnya bisa diliat dari gaya bicaranya wkw,@lazybanana404
@ghostdonut_07: otw jadi ustadzah trus klarifikasi,@ghostdonut_07
@pixelboba: yang tertutup blm tentu baik,@pixelboba
@pixelghost_z: Tidak ada seorang pun ??????,@pixelghost_z
@wonkypudding: KATANYA SEDANG DI POSISI GAYA ELIT EKONOMI SULIT,@wonkypudding
@fuzzyduck420: Nasi sisa dia di kasih ke anak buahnya,@fuzzyduck420
@fuzzynoodle_z: bentar lagi klarifikasi 6 jam durasi,@fuzzynoodle_z
@sillycrumpet_exe: duitnya buat nambahin koleksi hermes nya??,@sillycrumpet_exe
@boredcrumpet404: katanya suaminya ngerti agama..????,@boredcrumpet404
"@darkowlx: klarifikasi make ayat"" pasti??",@darkowlx
@spicydonut_07: ga sebanding sm konten klo belanja wahh bayar gaji syulit ??,@spicydonut_07
@weirdcrumpet_fm: Gakenal,@weirdcrumpet_fm
@bluntghost_fm: dia siapa si?,@bluntghost_fm
@bluntbanana404: skrg orgnya ga nongol apa lagi bikin konten klarifikasi ya?,@bluntbanana404
@fuzzycrabx: pdhl hedon nya pol??,@fuzzycrabx
@pixelpirate_fm: ini sih parahh,@pixelpirate_fm
@toxicboba99: Parah,@toxicboba99
"@toxiczombie_exe: ga kenal, siapa si",@toxiczombie_exe
@fuzzycrab_bot: agak laen emng dia,@fuzzycrab_bot
@toxicpopsicle: memang yah gak semua yang diliat di sosmed itu sama degan realita,@toxicpopsicle
@sillycrabx: agak lain emang??,@sillycrabx
@darkduck_fm: si paling pemilik kunci surga ??,@darkduck_fm
@wonkyduck404: Cukup tau aja si,@wonkyduck404
@toxicclown_07: Kontol,@toxicclown_07
@saltycrab99: Karma,@saltycrab99
@shadydonut: tinggal tunggu vidio klarifikasinya yg berpart part dan penuh dengan hadisnya wkwk,@shadydonut
@saltyzombiex: berlagak seperti korban?,@saltyzombiex
@wonkykitten_07: ibu ratu tidak pernah salah gess??,@wonkykitten_07
@pixelsundae88: anjay,@pixelsundae88
@wonkykitten404: Agak Laen emng orangnya,@wonkykitten404
@spicybanana: kurus cantik kaya berbie banget si Tasya,@spicybanana
@saltyduckx: dia jaga nama baik nya sendiri wkwk,@saltyduckx
@wonkypopsicle: Emang agak2 pasangan suami istri itu,@wonkypopsicle
@shadynoodle: alergi minta maaf,@shadynoodle
"@saltypeachx: lo pada sadar gasih, tuhan lg nunjukin tabiat aslinya dan suaminya ??",@saltypeachx
@grumpygoblin_07: Aku adalah salah satu korban kesedihan tasyi waktu itu wkwk,@grumpygoblin_07
@pixelkitten_tv: dia sama ricis sama aja,@pixelkitten_tv
@spicypeach_exe: GWS TASYI,@spicypeach_exe
@crazyboba03: ibaratnya kalo dia nabrak pintu pintunya yang harus minta maaf ??,@crazyboba03
@fuzzypopsicle88: emang paling bener adab di atas ilmu,@fuzzypopsicle88
@sleepyghost_07: si perfexionis .. ??,@sleepyghost_07
"@bluntpiratex: make hadist nya sesuai mood, sitkon dan kebutuhan mereka",@bluntpiratex
@grumpyghost: dengernya kok gw jadi ngang ngong ngang ngong sih??,@grumpyghost
@fuzzycactus88: Aku kok bingung ya,@fuzzycactus88
@fuzzyboba420: terlalu berlebihan juga tidak baik kan?,@fuzzyboba420
@shadybanana_z: tp kalo main sama sirkelnya pulangnya ampe subuh gimana tuch? ??,@shadybanana_z
@shadyduck_bot: terserah lo dah mo ngomong apa??,@shadyduck_bot
@bluntdonut420: Cape sangat,@bluntdonut420
@pixelbanana_xoxo: Ngakak pol,@pixelbanana_xoxo
@toxiccrabx: Terserah lo deh,@toxiccrabx
"@mintyclown_07: iye iyeee, maapin kita yg fakir ilmu ini ye tuan putri Tasyi ??",@mintyclown_07
@fuzzyowl_fm: standar ganda wkwkwk,@fuzzyowl_fm
@sleepyboba03: Banyak kali ceritanya,@sleepyboba03
@grumpypudding_xoxo: kocak club,@grumpypudding_xoxo
@cloudybanana_bot: karma yang sebenarnya,@cloudybanana_bot
@bluntbanana420: sakit banget!!,@bluntbanana420
@pixelbanana404: Anjirr Takut Banget sama pak Bos dan bu Bos,@pixelbanana404
@bluntpirate88: Di luar nurul,@bluntpirate88
@sillyghost88: Yaallah parahh sih,@sillyghost88
@spicycactus_07: dikata yg bisa kejepang dia doang kali ya jadi warga konoha di bohongin iya iya aja wkwk,@spicycactus_07
@sleepykitten99: Itu mah di taksi palsu,@sleepykitten99
@sillybanana99: kok ga malu ya?,@sillybanana99
@wonkypudding_exe: yang baru ke jepang vs yg dah hidup tahunan di jepang. Nitizen harap maklum ??????,@wonkypudding_exe
@pixelzombie88: bang lu nyebut shinkansen aj salah bang,@pixelzombie88
@toxiczombie_07: belagu,@toxiczombie_07
@ghostkitten_z: Biasanya okb,@ghostkitten_z
@midnightpudding99: aku pura pura bego aja ngedengerin yaaa??,@midnightpudding99
@bluntkitten420: ngawur....,@bluntkitten420
@crazyowl_z: Bodok,@crazyowl_z
@ghostzombie_z: streesss,@ghostzombie_z
@darkpopsicle_z: Hutang elite motor Syulit????????,@darkpopsicle_z
@grumpygoblin: Sepeda motor mana yang bang ????????,@grumpygoblin
@toxicpopsicle_exe: janji ga di kejar bank??,@toxicpopsicle_exe
"@midnightpirate_z: Amit ""Hahahaa",@midnightpirate_z
@darkclown404: anjir gua kira sultan beneran ??????,@darkclown404
@saltycrab420: motor elite rumah sulit cuaksss,@saltycrab420
@saltynoodle_fm: motor elit rumah sulit,@saltynoodle_fm
@crazycrumpet_07: ASU,@crazycrumpet_07
"@Bubu ??:  iya iya, maapin kita yg fakir ilmu ini ya tuan putri Tasyi ??",@Bubu ??
@by.Nengshaa:  hukum flexing kekayaan se hedon mungkin gimana ya ??,@by.Nengshaa
@Inzhagi Potret Anant:  stres,@Inzhagi Potret Anant
@Sabil Karim:  shower berpakaian,@Sabil Karim
@Talithaaa.cntk:  Tasyi Si yang selalu kalah,@Talithaaa.cntk
@Honeymoon??:  anjing,@Honeymoon??
@Cigsaftereat:  senyum terbanyak,@Cigsaftereat
@wgwgwg:  Bayu anjing,@wgwgwg
@xvyk:  stres,@xvyk
@user y:  malah jadi abu,@user y
@Dhomz:  lebih ke rubah,@Dhomz
@ggibr4n_:  tupai sumatra,@ggibr4n_
@ore baka:  mirip gambar gua yg sapu lidi bay,@ore baka
@spicysundae_tv: sebelum nganggur harus gaya dulu,@spicysundae_tv
@wonkydonut_xoxo: abis kerjaaaaa kuliiii leher pada pegel belek,@wonkydonut_xoxo
@lazyghost_z: cosplay jadi Kasino warkop hehe,@lazyghost_z
@darkclown_exe: emang boleh se merinding inii..,@darkclown_exe
@spicysundae99: selengekan,@spicysundae99
